Business LIcense,Violation Date,Violation,Inspector Comments
09FOOD-0083,11/01/2016,"(35) INSECT, RODENT, ANIMAL CONTROL: Presence of insects/rodents; outer openings protected; no birds, turtles, other animals.",CRITICAL VIOLATION.Observed presence of gnats/flies in kitchen. Please thoroughly clean surfaces and provide covers and garbage bags for waste receptacles to reduce incidence of pests.
09FOOD-0101,10/28/2016,(10) CROSS CONTAMINATION: Food (ice) dispensing utensils properly stored.,Ice scoops are being stored with the handles in contact with the ice. The scoops were properly stored.
09FOOD-0101,10/28/2016,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Wipe cloths are being stored on prep surfaces. Store the wipe cloths in a sanitizer bucket when not in use.
09FOOD-0231,10/31/2016,"(42) OTHER OPERATIONS: Premises; maintained; free of litter, unnecessary articles; cleaning and maintenance equipment properly stored; authorized personnel.",The small utility room near the rear exit is cluttered. Remove and organize the room to allow easy access for cleaning.
13FOOD-0031,10/28/2016,"(20) FOOD EQUIPMENT AND UTENSILS: Sanitization rinse: clean, temperature, concentration.",CRITICAL VIOLATION. Chlorine 100ppm. Sanitizer has correct concentration of Cl but it is mixed with detergent. Only mix clean water with sanitizer. Do not add detergent to solution.
10FOOD-0017,11/01/2016,"(20) FOOD EQUIPMENT AND UTENSILS: Sanitization rinse: clean, temperature, concentration.",CRITICAL VIOLATION. Dish machine is 0ppm Chlorine. Discontinue use and repair. Use 3 compartment sink until dish machine is serviced.
09FOOD-0153,11/01/2016,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION.  Internal temp of milk and eggs at 46F. The temp of the walk in cooler was adjusted during inspection.
09FOOD-0231,10/31/2016,"(41) OTHER OPERATIONS: Toxic items properly stored, labeled and used.",CRITICAL VIOLATION. A bottle of cleaning chemical is being stored next to tempura in the sushi area. Store chemicals in a designated area away from food. The chemical was moved. The bleach concentration in the wipe bucket is too strong. The bucket was diluted.
09FOOD-0323,11/28/2016,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION.
09FOOD-0101,10/28/2016,"(42) OTHER OPERATIONS: Premises; maintained; free of litter, unnecessary articles; cleaning and maintenance equipment properly stored; authorized personnel.",Construction debris is being stored outside the walk in cooler. Remove the construction debris.
09FOOD-0231,10/31/2016,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor tiles under the ice machine and cook line cooler are in disrepair. Replace the missing/broken tiles. The floor under the cook line equipment is heavily soiled. Routinely clean all floors. The floor behind the deep freezers in the hall are soiled. Routinely clean all floors. The floor under the freezer near the rear exit is soiled. Routinely clean all floors. The floor surrounding the grease trap in the basement is soiled. Routinely clean the floor.
09FOOD-0083,11/01/2016,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Quaternary ammonia / Chlorine / IodineObserved wiping cloths on countertops. Please store wiping cloths in sanitizing solution when not in use.
09FOOD-0402,10/31/2016,"(25) FOOD EQUIPMENT AND UTENSILS: Single-service articles: storage, dispensing.",Food items  | just be stored 6 inches off the floor.
09FOOD-0231,10/31/2016,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION. Potentially hazardous food in the upright cooler next to the hand sink on the cooking is at 52 F and higher. The food was discarded.
09FOOD-0231,10/31/2016,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Raw chicken is being stored above produce in the cooler near the ice machine. Store raw chicken on the bottom shelf away from ready to eat food.
09FOOD-0402,10/31/2016,"(15) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces: designed, constructed, maintained, installed, located.",Hood vents in both kitchen require cleaning.
09FOOD-0054,11/02/2016,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,Exterior of front ice machine is soiled. Clean surface.
09FOOD-0054,11/02/2016,"(20) FOOD EQUIPMENT AND UTENSILS: Sanitization rinse: clean, temperature, concentration.",CRITICAL VIOLATION. 0ppm Chlorine in dish machine. Chlorine bottle for dish machine was found empty. Bottle was replaced during inspection to provide 100ppm Cl.
09FOOD-0309,11/03/2016,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Quaternary ammonia 100ppm. Sanitizer water is soiled. Replace with clean water and sanitizer.
09FOOD-0309,11/03/2016,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Food boxes are stored on floor. Ensure food is always stored at least 6 inches off the floor.
09FOOD-0068,11/04/2016,"(20) FOOD EQUIPMENT AND UTENSILS: Sanitization rinse: clean, temperature, concentration.",CRITICAL VIOLATION. 0ppm Chlorine and <180F rinse temperature. Dish machine must provide 50-100ppm chlorine or >180F rinse temperature in order to properly sanitize. Service machine. Use 3 compartment sink until machine is repaired.
09FOOD-0068,11/04/2016,(2) FOOD: Original Container; properly labeled.,Labels on bulk items (sugar |  MSG) are faded. Provide clear labels.
09FOOD-0068,11/04/2016,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Wiping cloths are soiled and stored on counters. Replace with clean cloths and store in a sanitizer solution between use.
09FOOD-0068,11/04/2016,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",1. Standing water found near 3 compartment sink. Remove the water. 2. Pipes under 3 compartment sink are soiled. Clean. 3. Walls throughout kitchen are soiled. Clean. 4. Floors throughout kitchen are soiled. Clean. 5. Cardboard is used to cover floors. Remove cardboard. Do not line floor with cardboard. Surface must be nonabsorbent and cleanable.
09FOOD-0068,11/04/2016,"(14) FOOD EQUIPMENT AND UTENSILS: Food (ice) contact surfaces: designed, constructed, maintained, installed, located.",Cutting boards are heavily stained. Replace or sand boards.
09FOOD-0068,11/04/2016,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,1. Inside of front mini fridge is soiled. Clean. 2. Exterior of bulk containers are soiled. Clean.
09FOOD-0068,11/04/2016,"(35) INSECT, RODENT, ANIMAL CONTROL: Presence of insects/rodents; outer openings protected; no birds, turtles, other animals.",CRITICAL VIOLATION. Fruit flies observed in dish wash area. Clean area and have facility treated by a certified pest control operator. Provide most recent pest control report.
09FOOD-0068,11/04/2016,"(42) OTHER OPERATIONS: Premises; maintained; free of litter, unnecessary articles; cleaning and maintenance equipment properly stored; authorized personnel.",Personal drink stored on packaged pitas. Remove drink immediately.
09FOOD-0068,11/04/2016,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",Lettuce container is soiled. Discard lettuce and clean and sanitize container.
09FOOD-0068,11/04/2016,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION. Sliced tomatoes (47F) |  sauce (62F) |  cut onions (65F) are stored on counter. These items must be stored below 41F or labeled for time control.
09FOOD-0068,11/04/2016,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",1. Food stored without a cover. Cover all foods placed in storage. 2. Raw beef store next to and above ready to eat food items. Store ready to eat food items above raw meat. 3. Food containers stored on floor. Store all items at least 6 inches above the floor.
09FOOD-0068,11/04/2016,"(17) FOOD EQUIPMENT AND UTENSILS: Accurate thermometers, chemical test kits provided; gauge cock.",Test kits not available to test sanitizer concentration. Provide.
11FOOD-0028,11/07/2016,"(24) FOOD EQUIPMENT AND UTENSILS: Storage, handling of clean equipment, utensils.",Clean equipment is being stacked before fully drying. Ensure equipment is fully dried before stacking.
11FOOD-0028,11/07/2016,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,Lids to storage containers are slightly soiled. Clean.
12FOOD-0057,11/07/2016,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",1. Fresh fruit stored under leak in walk in cooler. Do not store food under the leak. 2. Food containers found stored on the floor. Store food at least 6 inches off the floor.
12FOOD-0057,11/07/2016,(4) FOOD PROTECTION: Facilities to maintain product temperature.,CRITICAL VIOLATION. Walk in cooler door was propped open. Cooler temperature was 60F. Keep door closed when not entering or exiting the cooler.
12FOOD-0057,11/07/2016,"(35) INSECT, RODENT, ANIMAL CONTROL: Presence of insects/rodents; outer openings protected; no birds, turtles, other animals.",CRITICAL VIOLATION. Multiple fruit flies observed near the back hand wash sink and near yogurt dispensers. Clean area to remove food and water sources.
12FOOD-0057,11/07/2016,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION. Cheese cake bites held at 60F in topping bar. Items discarded. This topping must be stored at 41F or below.
09FOOD-0246,11/07/2016,(4) FOOD PROTECTION: Facilities to maintain product temperature.,CRITICAL VIOLATION. Front prep cooler is holding food at 44F. Do not store food in prep cooler until it is repaired and holding 41F or below.
09FOOD-0019,11/08/2016,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",Ice machine is very soiled. Dump ice. Clean and sanitize interior of ice machine.
09FOOD-0019,11/08/2016,"(25) FOOD EQUIPMENT AND UTENSILS: Single-service articles: storage, dispensing.",Plastic utensils are improperly stored. Store utensils with handles facing outwards.
09FOOD-0356,11/08/2016,"(32) TOILET AND HAND WASHING FACILITIES: Toilet rooms enclosed, self-closing doors. Fixtures: good repair, clean; hand cleanser, sanitary towels/hand drying devices provided; proper waste receptables; tissue.",Paper towels missing from hand wash sink. Provide immediately.
09FOOD-0356,11/08/2016,"(24) FOOD EQUIPMENT AND UTENSILS: Storage, handling of clean equipment, utensils.",Utensils improperly facing outward. Ensure utensils are stored with handles facing outwards in order to avoid contamination.
09FOOD-0019,11/08/2016,"(32) TOILET AND HAND WASHING FACILITIES: Toilet rooms enclosed, self-closing doors. Fixtures: good repair, clean; hand cleanser, sanitary towels/hand drying devices provided; proper waste receptables; tissue.",Paper towels and soap missing from hand wash sink. Provide immediately.
09FOOD-0019,11/08/2016,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,Handle of cooler is sticky. Clean.
09FOOD-0356,11/08/2016,"(35) INSECT, RODENT, ANIMAL CONTROL: Presence of insects/rodents; outer openings protected; no birds, turtles, other animals.",CRITICAL VIOLATION.1. Fruit flies observed near the dish machine and hand wash sink. Have a certified pest control operator treat area. 2. Back door is propped open. Close door or provide a screen door in order to seal kitchen from outdoor pests.
09FOOD-0274,11/08/2016,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION.Asian food bar had bean sprouts stored on ice at 56F. Items discard. Maintain temperature and time records if storing food on ice.
09FOOD-0274,11/08/2016,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",Cutting board in kitchen is stained with many cuts. Sand board or replace.
09FOOD-0274,11/08/2016,"(32) TOILET AND HAND WASHING FACILITIES: Toilet rooms enclosed, self-closing doors. Fixtures: good repair, clean; hand cleanser, sanitary towels/hand drying devices provided; proper waste receptables; tissue.",Soap dispenser behind subway is broken. Repair dispenser.
12FOOD-0023,11/09/2016,"(32) TOILET AND HAND WASHING FACILITIES: Toilet rooms enclosed, self-closing doors. Fixtures: good repair, clean; hand cleanser, sanitary towels/hand drying devices provided; proper waste receptables; tissue.",Kitchen hand wash sink is missing paper towels. Provide paper towels immediately. Corrected during inspection.
12FOOD-0023,11/09/2016,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION.
12FOOD-0023,11/09/2016,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",1. Ceiling has heavy dust buildup. Clean. 2. Wall next to hand wash sink has grease stains. Clean and remove the stains.
12FOOD-0023,11/09/2016,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,Fan on kitchen shelf has dust build up. Clean.
09FOOD-0117,11/10/2016,"(41) OTHER OPERATIONS: Toxic items properly stored, labeled and used.",CRITICAL VIOLATION. Numerous bottles of chemical cleaners and pest sprays are being stored among food and utensils. Store all chemicals in a designated area away from food. WD-40 on shelf near back walk in cooler |  bleach and pest spray in the back room |  CLR and spray paint in front prep room with the window.
09FOOD-0117,11/10/2016,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor under the pallets in the basement are heavily soiled. As this is a repeat violation I will reinspect in 10 days to verify it has been cleaned. The floor underneath the ice machine is soiled. The floor in the back walk in cooler is soiled. The floor under prep tables is soiled. Routinely clean all floor. The floor in the walk in freezer is in disrepair. Repair the floor panels.
09FOOD-0117,11/10/2016,"(35) INSECT, RODENT, ANIMAL CONTROL: Presence of insects/rodents; outer openings protected; no birds, turtles, other animals.",CRITICAL VIOLATION. The side exits to the facility do not seal at the bottom. Install a door sweep to prevent the entry of pests.
09FOOD-0117,11/10/2016,(2) FOOD: Original Container; properly labeled.,Numerous containers throughout the facility are not labeled. Any product out of the original container must be labeled.
09FOOD-0117,11/10/2016,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",The ceiling above the back walk in cooler is in disrepair. Repair the damage.
09FOOD-0117,11/10/2016,"(42) OTHER OPERATIONS: Premises; maintained; free of litter, unnecessary articles; cleaning and maintenance equipment properly stored; authorized personnel.",The basement back storage room is cluttered. Remove all old and unused equipment.
09FOOD-0117,11/10/2016,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",The inside of the microwave in the back room is soiled. The slicer is soiled. Numerous prep surfaces are soiled. The can opener is soiled. Routinely clean all equipment.
09FOOD-0117,11/10/2016,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Numerous containers of food are not covered. All food must be covered to prevent contamination.
11FOOD-0026,11/11/2016,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",The can opener is soiled. Routinely clean the can opener.
11FOOD-0026,11/11/2016,(1) FOOD:  Source: wholesome; no spoilage,CRITICAL VIOLATION. Two containers of strawberries in the walk in cooler were moldy. The strawberries were discarded.
14FOOD-0016,11/14/2016,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",1. Pot of sauce is stored on floor. Ensure all food containers are stored at least 6inches above floor. 2. Food containers are not covered while in storage. Cover all food items.
09FOOD-0278,11/14/2016,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Bins holding bulk ingredients were found with open lids. Ensure ingredients are covered while in storage.
09FOOD-0283,11/14/2016,"(15) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces: designed, constructed, maintained, installed, located.",Ice scoop handle is taped. Remove tape or provide a new ice scoop.
14FOOD-0017,11/28/2016,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Soiled wiping cloths stored on prep table. Store wiping cloths in a sanitizer solution between use.
08FOOD-0189,11/30/2016,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION. Employees have food handler certificate. Please provide the food service sanitation manager certificate from IDPH.
14FOOD-0016,11/14/2016,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",1. Ceiling near fan has dust buildup. Clean. 2. Walls have grease buildup. Clean. 3. Floor tiles are broken. Repair.
14FOOD-0016,11/14/2016,"(35) INSECT, RODENT, ANIMAL CONTROL: Presence of insects/rodents; outer openings protected; no birds, turtles, other animals.",CRITICAL VIOLATION. Multiple flies observed in basement. Have a certifies pest control operator treat basement or discontinue use for food storage.
14FOOD-0016,11/14/2016,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,Exterior of 3 compartment sink |  exterior of prep cooler |  and interior of cooler is soiled. Clean.
14FOOD-0016,11/14/2016,"(32) TOILET AND HAND WASHING FACILITIES: Toilet rooms enclosed, self-closing doors. Fixtures: good repair, clean; hand cleanser, sanitary towels/hand drying devices provided; proper waste receptables; tissue.",Paper towel dispenser is broken. Repair and ensure paper towels are provided.
14FOOD-0016,11/14/2016,"(20) FOOD EQUIPMENT AND UTENSILS: Sanitization rinse: clean, temperature, concentration.",CRITICAL VIOLATION. Dish machine sanitizer is <180F. Heat sanitization cycle must reach 180F. Discontinue use and service machine.
14FOOD-0016,11/14/2016,"(15) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces: designed, constructed, maintained, installed, located.",Walk in cooler shelves is lined with cardboard. Remove cardboard. Surfaces must be kept smooth and easily cleanable.
14FOOD-0016,11/14/2016,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Sanitizer buckets not present. Soiled wiping cloths found on counters. Store wiping cloths in a sanitizer solution between use.
14FOOD-0016,11/14/2016,(5) FOOD PROTECTION: Thermometers provided and conspicuous,Thermometer missing from coolers. Provide.
09FOOD-0268,11/15/2016,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",The wall behind the lowest shelf in the hallway is in disrepair. Scrape and paint.
14FOOD-0040,11/15/2016,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Wipe cloth is being stored on prep surfaces. Store the cloths in a sanitizer bucket when it in use.
14FOOD-0040,11/15/2016,(2) FOOD: Original Container; properly labeled.,The suit bins in the dry storage area are not labeled. Label the bins.
09FOOD-0232,11/17/2016,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Raw shell eggs are being stored above produce in a kitchen cooler. The eggs were moved to a power shelf.
09FOOD-0232,11/17/2016,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Wipe cloths are being stored on prep surfaces. The wipe cloths were put in a sanitizer bucket.
09FOOD-0265,11/18/2016,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",Ventilation hood has dust buildup. Have vents cleaned.
09FOOD-0265,11/18/2016,"(25) FOOD EQUIPMENT AND UTENSILS: Single-service articles: storage, dispensing.",Plastic utensils are improperly stored. Store utensils with handles easily accessible in order to prevent cross contamination.
09FOOD-0265,11/18/2016,"(20) FOOD EQUIPMENT AND UTENSILS: Sanitization rinse: clean, temperature, concentration.",CRITICAL VIOLATION. 0ppm of sanitizer. Have dish machine serviced. Use 3 compartment sink until dish machine is repaired.
09FOOD-0415,11/18/2016,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",Can opener is soiled. Wash and sanitize.
09FOOD-0256,11/21/2016,(2) FOOD: Original Container; properly labeled.,Spay bottles are not labeled. Provide a clear label as soon as possible.
09FOOD-0374,11/21/2016,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Boxes of food stored on floor in walk in cooler. Store all food at least 6 inches above floor.
09FOOD-0256,11/21/2016,"(24) FOOD EQUIPMENT AND UTENSILS: Storage, handling of clean equipment, utensils.",Rack of clean dishes are stored are stored on the floor. Wash dishes and store in a clean area off the floor.
09FOOD-0256,11/21/2016,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",Floor are soiled with food. Clean.
09FOOD-0256,11/21/2016,"(32) TOILET AND HAND WASHING FACILITIES: Toilet rooms enclosed, self-closing doors. Fixtures: good repair, clean; hand cleanser, sanitary towels/hand drying devices provided; proper waste receptables; tissue.",Soap missing from hand wash sink. Soap was provided during the inspection.
09FOOD-0374,11/21/2016,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Quaternary ammonia / Chlorine 0ppm. Sanitizer is low for wiping cloths. Provide 50-100ppm chlorine or 100-200ppm quat.
09FOOD-0374,11/21/2016,"(32) TOILET AND HAND WASHING FACILITIES: Toilet rooms enclosed, self-closing doors. Fixtures: good repair, clean; hand cleanser, sanitary towels/hand drying devices provided; proper waste receptables; tissue.",Soap missing from student's hand wash sink. Provide soap.
09FOOD-0374,11/21/2016,"(35) INSECT, RODENT, ANIMAL CONTROL: Presence of insects/rodents; outer openings protected; no birds, turtles, other animals.",CRITICAL VIOLATION. Mouse droppings found on canned foods in the dry storage area. Sanitize surfaces. Anderson pest control is actively treating facility for mice. Please email most recent pest control report.
09FOOD-0358,11/22/2016,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Wipe cloths are being stored on prep surfaces. Store the wipe cloths in a sanitizer bucket when not in use.
09FOOD-0358,11/22/2016,"(14) FOOD EQUIPMENT AND UTENSILS: Food (ice) contact surfaces: designed, constructed, maintained, installed, located.",Plastic bins for storing egg rolls are in disrepair. Discard and replace all damaged dishes.
09FOOD-0358,11/22/2016,"(37) FLOORS, WALLS AND CEILINGS: Walls, ceilings, equipment attached: constructed, good repair, clean surfaces; dustless cleaning methods.",The fire suppression rods under the fume hood are soiled. Clean. The fume hood is heavily soiled. Routinely clean.
09FOOD-0168,11/22/2016,"(25) FOOD EQUIPMENT AND UTENSILS: Single-service articles: storage, dispensing.",Plastic utensils stored improperly. Store with handles easily accessible to grab.
09FOOD-0099,11/22/2016,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Quaternary ammonia / Chlorine 0ppm. Wiping cloths and sanitizer buckets are not in use. Provide cloths and buckets.
15FOOD-0003,11/22/2016,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Observed eggs stored on top shelf in receiving area cooler with dairy please store eggs on lowest shelf to prevent contamination.
15FOOD-0003,11/22/2016,"(21) FOOD EQUIPMENT AND UTENSILS: Wiping cloths: clean, use restricted",Quaternary ammonia / Chlorine / IodineObserved wiping cloths on cutting boards and tables. Please store wiping cloths in sanitizing solution when not in use.
09FOOD-0099,11/22/2016,(2) FOOD: Original Container; properly labeled.,Container of pickle juice is not properly labeled. Label.
09FOOD-0099,11/22/2016,(26) FOOD EQUIPMENT AND UTENSILS: No re-use of single-service articles.,Mayo container is being reused for food storage. Discontinue and provide a reusable container.
09FOOD-0358,11/22/2016,"(24) FOOD EQUIPMENT AND UTENSILS: Storage, handling of clean equipment, utensils.",Knives are being improperly stored between equipment. This area cannot be cleaned. Store the knives in another location.
15FOOD-0003,11/22/2016,(10) CROSS CONTAMINATION: Food (ice) dispensing utensils properly stored.,Observed food scoops stored with handles in product in second floor bakery. Please store in product with handle out of food.
09FOOD-0099,11/22/2016,"(42) OTHER OPERATIONS: Premises; maintained; free of litter, unnecessary articles; cleaning and maintenance equipment properly stored; authorized personnel.",Employee items are stored next to food containers and paper goods. Remove excess items to provide space for employee jackets.
15FOOD-0003,11/22/2016,"(20) FOOD EQUIPMENT AND UTENSILS: Sanitization rinse: clean, temperature, concentration.",CRITICAL VIOLATION. Quaternary ammonia / Chlorine / IodineObserved several depts (bakery |  meat |  produce |  juice bar) where sanitizer was either cloudy or not at proper concentration. Please review with staff proper concentrations and/or create plan to routinely check sanitizer concentrations.
09FOOD-0358,11/22/2016,"(3) FOOD PROTECTION: Potentially hazardous food meets temperature and date marking requirements during storage, preparation, display, service and transportation",CRITICAL VIOLATION. 35 dozen eggs are stored at room temperature in the basement. The eggs were discarded.
15FOOD-0003,11/22/2016,"(15) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces: designed, constructed, maintained, installed, located.",Observed occasional meat scraps on clean knife rack and along display case window/doors and handles in meat dept. please thoroughly clean and sanitize fine edges and crevices of display cases and knife rack.
09FOOD-0358,11/22/2016,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor around the grease trap in the basement is soiled. Routinely clean all floors. The floor under the cook line equipment is soiled. Routinely clean all floors.
09FOOD-0173,11/23/2016,"(31) TOILET AND HAND WASHING FACILITIES: Number, convenient, accessible, designed, installed.",CRITICAL VIOLATION. The kitchen hand sink is blocked. Hand sinks must be accessible at all times. The hand sink was made accessible.
09FOOD-0173,11/23/2016,"(22) FOOD EQUIPMENT AND UTENSILS: Food contact surfaces of equipment and utensils: clean, free of abrasives and detergents.",The baffle filters under the fume hood are soiled. Clean the filters.
11FOOD-0020,11/23/2016,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Eggs are required to be stored on the lowest shelf to avoid cross contamination.
14FOOD-0017,11/28/2016,"(32) TOILET AND HAND WASHING FACILITIES: Toilet rooms enclosed, self-closing doors. Fixtures: good repair, clean; hand cleanser, sanitary towels/hand drying devices provided; proper waste receptables; tissue.",1. Front hand wash sink is missing soap and paper towels. Provide soap and paper towels at sink. 2. Do not block hand wash sink with garbage bins.
14FOOD-0017,11/28/2016,(6) FOOD PROTECTION: Potentially hazardous food properly thawed.,Package of raw meat was found stored at room temperature. Thaw meat in a cooler or under cool running water.
12FOOD-0018,11/28/2016,"(15) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces: designed, constructed, maintained, installed, located.",The gaskets to the kitchen cooler are torn. Install new gaskets.
14FOOD-0017,11/28/2016,"(8) CROSS CONTAMINATION: Food protection during storage, preparation, display, service and transportation",Eggs stored above ready to eat items (flan and cilantro). Store eggs below these items in order to avoid cross contamination if eggs break.
14FOOD-0017,11/28/2016,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",Walls contain food splatter. Clean.
15FOOD-0044,11/28/2016,(5) FOOD PROTECTION: Thermometers provided and conspicuous,The back cooler does not have a thermometer. Provide a thermometer to monitor the temperature.
12FOOD-0018,11/28/2016,"(29) PLUMBING: Installed, maintained",The hot water faucet to the bar hand sink is leaking. The leak was repaired.
15FOOD-0044,11/28/2016,"(36) FLOORS, WALLS AND CEILINGS: Floors; constructed, drained, clean, good repair, coving installation; dustless cleaning methods.",The floor behind the cook line equipment is soiled. Routinely clean all floors.
15FOOD-0044,11/28/2016,(6) FOOD PROTECTION: Potentially hazardous food properly thawed.,Food is being thawed in standing water. Thaw food in a cooler or under running water.
12FOOD-0018,11/28/2016,"(32) TOILET AND HAND WASHING FACILITIES: Toilet rooms enclosed, self-closing doors. Fixtures: good repair, clean; hand cleanser, sanitary towels/hand drying devices provided; proper waste receptables; tissue.",The bathroom doors are not self closing. Install a self closing device on the doors.
09FOOD-0323,11/28/2016,"(32) TOILET AND HAND WASHING FACILITIES: Toilet rooms enclosed, self-closing doors. Fixtures: good repair, clean; hand cleanser, sanitary towels/hand drying devices provided; proper waste receptables; tissue.",Paper towel dispenser is not working properly. Repair.
14FOOD-0017,11/28/2016,(2) FOOD: Original Container; properly labeled.,Items (such as flour) are not labeled. Provide container a label.
14FOOD-0017,11/28/2016,(23) FOOD EQUIPMENT AND UTENSILS: Non-food contact surfaces of equipment and utensils: clean.,1. Shelves are soiled with food. Clean. 2. Knife rack is soiled with food. Clean.
14FOOD-0042,11/29/2016,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,Manager has certificate but not on site. Will obtain copy for establishment and email to me
09FOOD-0077,11/29/2016,(38) LIGHTING: Provided as required; fixtures shielded.,Light shield for the bulb in the walk in cooler is missing. Provide light bulb a shield.
09FOOD-0130,11/29/2016,(45) OTHER OPERATIONS: CERTIFIED FOOD HANDLER.,CRITICAL VIOLATION.Please obtain or provide current FSSMC
